# CATH_ID	S35_REPS	DOMAINS	NAME
2.20.28.200	1	31	
2.20.28.230	2	23	
2.20.28.240	1	1	
2.20.28.270	2	3	RNA polymerase-binding protein A
2.20.28.290	2	12	
2.20.28.300	1	2	
2.20.50.20	1	1	Lipovitellin. Chain A, domain 3
2.20.60.10	1	2	Pleiotrophin/Midkine, N-terminal domain
2.20.70.10	25	107	
2.20.70.20	1	12	
2.20.70.30	3	6	Nascent polypeptide-associated complex domain
2.20.70.60	1	2	
2.20.70.70	2	3	
2.20.70.90	1	4	
2.20.70.100	2	8	
2.20.70.110	1	12	
2.20.70.140	2	9	
2.20.70.150	1	1	
2.20.80.10	1	1	Lipovitellin-phosvitin complex, chain A, domain 4
2.20.90.10	1	1	Vitellinogen, beta-sheet shell domain
2.20.100.10	5	20	Thrombospondin type-1 (TSP1) repeat
2.20.110.10	2	42	Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain
2.20.120.10	1	6	Multimodular pneumococcal cell wall endolysin, domain 3
2.20.130.10	1	15	CAC2371-like domains
2.20.130.20	5	61	
2.20.130.30	1	2	Protein of unknown function DUF2782
2.20.140.10	1	1	WGR domain
2.20.140.20	1	8	
2.20.150.10	4	11	putative 5-dehydro-2- deoxygluconokinase
2.20.150.30	1	2	
2.20.160.10	1	3	titin domain like
2.20.170.10	1	2	p120GAP domain-like
2.20.180.10	1	1	putative fmn-dependent nitroreductase like domains
2.20.200.10	4	33	Outer membrane efflux proteins (OEP)
2.20.210.10	1	38	ubp-family deubiquitinating enzyme superfamily
2.20.210.20	1	4	
2.20.210.30	1	27	
2.20.220.10	1	12	alpha-Amylases
2.20.220.20	2	3	
2.20.230.10	5	22	Resuscitation-promoting factor rpfb.
2.20.230.30	1	4	
2.30.18.10	4	11	Transcription factor IIA (TFIIA), beta-barrel domain
2.30.22.10	2	4	Head domain of nucleotide exchange factor GrpE
2.30.24.10	2	5	CAT RNA-binding domain
2.30.26.10	1	182	Dihydroorotate Dehydrogenase A, chain A, domain 2
2.30.27.10	3	14	Phage FD Coat Protein,Membrane penetration domain
2.30.29.30	151	941	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
2.30.29.50	2	16	Bacterial Pleckstrin homology domain
2.30.29.70	2	15	Proteasomal ubiquitin receptor Rpn13/ADRM1
2.30.29.80	1	2	
2.30.29.90	1	12	
2.30.29.100	5	34	
2.30.29.110	2	2	
2.30.29.120	1	8	
2.30.29.130	2	11	
2.30.29.140	1	2	
2.30.29.150	2	17	
2.30.29.160	1	1	Zinc finger FYVE domain-containing protein 21, C-terminal
2.30.29.170	1	2	
2.30.29.180	1	2	Ubiquitin carboxyl-terminal hydrolase 26/29/37, pleckstrin homology-like domain
2.30.29.190	1	1	
2.30.29.200	1	1	
2.30.29.210	1	4	FACT complex subunit Spt16p/Cdc68p
2.30.29.220	1	4	Structure-specific recognition protein (SSRP1)
2.30.29.230	1	1	
2.30.29.240	1	8	
2.30.30.10	3	23	Integrase, C-terminal domain superfamily, retroviral
2.30.30.20	3	139	Aspartate carbamoyltransferase regulatory subunit, C-terminal domain
2.30.30.30	32	619	
2.30.30.40	136	932	SH3 Domains
2.30.30.50	5	164	
2.30.30.60	3	47	
2.30.30.70	2	118	Ribosomal protein L21
2.30.30.90	11	54	
2.30.30.100	56	1545	
2.30.30.110	5	111	
2.30.30.130	1	4	Transposase, Mu, C-terminal
2.30.30.140	77	641	
2.30.30.150	1	6	KorB, C-terminal domain
2.30.30.170	4	5	
2.30.30.180	1	1	Ribosome maturation factor RimP, C-terminal domain
2.30.30.190	7	53	CAP Gly-rich-like domain
2.30.30.210	2	8	Ribonuclease P/MRP, subunit p29
2.30.30.220	2	33	SspB-like
2.30.30.230	2	22	Fumarylacetoacetase, N-terminal domain
2.30.30.240	4	10	PRC-barrel domain
2.30.30.280	1	6	Adenine nucleotide alpha hydrolases-like domains
2.30.30.290	2	6	YopX-like domains 
2.30.30.300	1	2	class i lysyl-tRNA synthetase like
2.30.30.310	1	4	YopX-like domains
2.30.30.320	1	2	DUF1653-like domain
2.30.30.340	1	2	Hypothetical protein YfhH like domains
2.30.30.350	1	2	mobile metagenome of vibrio cholerae. Integron cassette protein vch_cass4.
2.30.30.360	4	46	Myosin S1 fragment, N-terminal
2.30.30.370	3	16	FAH
2.30.30.380	8	75	Zn-finger domain of Sec23/24
2.30.30.390	1	2	Hemimethylated DNA-binding domain
2.30.30.400	1	1	Rof-like
2.30.30.420	1	2	glucansucrase 
2.30.30.430	1	2	Kinase associated protein B domain
2.30.30.440	1	1	Domain of unknown function DUF1918
2.30.30.460	1	1	
2.30.30.470	1	2	Penicillin-binding protein Tp47, domain B
2.30.30.480	1	1	
2.30.30.490	9	44	
2.30.30.520	2	4	
2.30.30.530	1	4	Calcium binding protein CcbP, beta-barrel domain
2.30.30.550	3	82	Major Vault Protein repeat
2.30.30.560	2	40	
2.30.30.570	2	36	
2.30.30.600	1	1	
2.30.30.610	1	22	Chromatin protein Cren7
2.30.30.620	1	16	
2.30.30.630	1	1	
2.30.30.640	1	11	
2.30.30.650	1	4	
2.30.30.660	1	5	Protein of unknown function (DUF3539)
2.30.30.670	3	32	Thioester domain
2.30.30.690	1	2	
2.30.30.700	1	1	SLA1 homology domain 1
2.30.30.710	1	12	Hepatitis C virus non-structural protein NS2, C-terminal domain
2.30.30.720	1	2	Protein of unknown function (DUF3247)
2.30.30.730	1	1	
2.30.30.750	1	2	
2.30.30.760	3	8	
2.30.30.770	1	50	
2.30.30.780	1	3	
2.30.30.790	1	1	
2.30.30.810	1	3	
2.30.30.830	4	10	
2.30.30.850	1	1	
2.30.30.870	5	16	Pelota, domain A
2.30.30.880	1	4	
2.30.30.910	1	5	
2.30.30.930	1	4	
2.30.30.940	1	4	
2.30.30.970	1	1	
2.30.30.980	1	1	
2.30.30.990	1	4	Malonyl-[acyl-carrier protein] O-methyltransferase, zinc-finger motif
2.30.30.1000	1	2	Replicase polyprotein 1a
2.30.30.1020	6	24	CCR4-NOT complex subunit 2/3/5, C-terminal domain
2.30.30.1040	1	8	
2.30.30.1060	1	2	
2.30.30.1130	1	4	
2.30.30.1150	1	4	
2.30.30.1160	1	5	
2.30.30.1190	1	4	
2.30.30.1210	1	1	Domain of unknown function DUF1541
2.30.30.1230	2	34	
2.30.30.1240	1	3	AscD, thumb domain, four stranded beta-sheet
2.30.30.1250	2	18	
2.30.30.1260	1	9	
2.30.30.1270	1	1	
2.30.31.10	6	51	Transcriptional Coactivator Pc4; Chain A
2.30.31.20	1	3	Sporulation-specific cell division protein SsgB
2.30.31.30	1	1	Arterivirus nps1beta, nuclease domain
2.30.31.40	2	14	
2.30.31.50	1	11	Borrelia outer surface protein E/F
2.30.31.70	1	2	
2.30.32.30	1	3	CBM10
2.30.33.40	3	169	GroES chaperonin
2.30.34.10	1	1	Leishmanolysin domain 4
2.30.36.70	2	137	Actin; Chain A, domain 2
2.30.36.90	1	1	
2.30.36.100	1	1	
2.30.38.10	6	49	Luciferase; Domain 3
2.30.39.10	39	378	Alpha-1-antitrypsin, domain 1
2.30.40.10	49	544	Urease, subunit C, domain 1
2.30.42.10	123	984	
2.30.42.30	1	2	
2.30.42.40	1	1	
2.30.42.60	1	4	
2.30.60.10	7	52	Cyanovirin-N
2.30.90.10	1	1	Heparin-binding Growth Factor, Midkine; Chain A- C-terminal Domain
2.30.110.10	73	374	Electron Transport, Fmn-binding Protein; Chain A
2.30.110.20	5	46	Hcp1-like
2.30.110.40	1	2	Phage tail tube protein
2.30.110.50	2	12	
2.30.110.70	1	1	
2.30.120.10	5	99	
2.30.130.10	19	88	PUA domain
2.30.130.30	6	12	Hypothetical protein.
2.30.130.40	3	25	LON domain-like
2.30.130.50	1	1	
2.30.130.60	2	7	
2.30.130.100	1	6	
2.30.130.110	2	10	
2.30.130.120	1	4	
2.30.140.10	10	175	Spermidine synthase, tetramerisation domain
2.30.140.20	1	24	Penicillin-binding protein 4, C-terminal domain
2.30.140.30	1	2	
2.30.140.40	1	9	Pestivirus Npro endopeptidase C53, interaction domain
2.30.140.50	1	1	Protein of unknown function DUF2790
2.30.150.10	2	59	DNA-directed RNA polymerase, beta subunit, external 1 domain
2.30.160.11	1	6	
2.30.170.10	1	1	
2.30.170.20	4	120	Ribosomal protein L24e
2.30.170.30	1	22	ethanolamine ammonia-lyase heavy chain domain like
2.30.170.40	4	72	Ribosomal protein L28/L24
2.30.180.10	4	11	FAS1 domain
2.30.210.10	1	10	Leucyl-tRNA synthetase, domain 3
2.30.220.10	1	3	f41 fragment of flagellin, C-terminal domain
2.30.230.10	1	1	Lipovitellin; beta-sheet shell regions, chain A
2.30.240.10	1	1	At5g01610-like
2.30.250.10	4	89	Aminopeptidase i, Domain 2
2.30.260.10	2	6	putative xylanase like domain
2.30.270.10	2	3	duf1285 protein 
2.30.270.20	1	69	
2.30.280.10	2	43	SRA-YDG
2.30.280.20	2	18	
2.30.290.10	1	6	BH3618-like
2.30.300.10	3	9	Baseplate protein-like domain - beta roll fold
2.30.300.20	1	4	
2.30.310.10	1	2	ibrinogen binding protein from staphylococcus aureus domain
2.30.320.10	1	1	YwqG-like
2.30.330.10	5	25	SpoA-like
2.30.340.10	1	6	PAZ domain superfamily
2.40.10.10	159	6900	Trypsin-like serine proteases
2.40.10.120	20	321	
2.40.10.170	11	270	
2.40.10.180	1	2	Phage tail proteins
2.40.10.190	3	73	translation elongation factor selb, chain A, domain 4
2.40.10.200	1	1	STY4665 C-terminal domain-like 
2.40.10.210	1	1	Phage tail proteins (gpFII-like)
2.40.10.220	8	47	predicted glycosyltransferase like domains
2.40.10.230	4	14	Probable tRNA pseudouridine synthase domain
2.40.10.240	2	5	QueA-like
2.40.10.250	2	16	Replicase NSP9
2.40.10.270	2	2	Bacteriophage SPP1 head-tail adaptor protein
2.40.10.300	1	9	Copper resistance protein K
2.40.10.310	1	3	
2.40.10.320	1	1	Uncharacterised protein PF13642 yp_926445, N-terminal domain
2.40.10.330	4	10	
2.40.10.340	2	5	Rod shape-determining protein MreC, domain 1
2.40.10.350	2	5	Rod shape-determining protein MreC, domain 2
2.40.10.360	1	6	
2.40.10.370	1	1	Protein of unknown function DUF3599
2.40.10.380	1	5	
2.40.10.390	1	2	
2.40.10.410	1	1	FlgT, C-terminal domain
2.40.10.430	1	1	
2.40.10.480	2	3	
2.40.10.500	1	25	
2.40.10.510	1	3	
2.40.10.520	1	4	
2.40.15.10	2	6	TCL1/MTCP1
2.40.20.10	10	184	Plasminogen Kringle 4
2.40.30.10	62	1100	Translation factors
2.40.30.20	11	284	
2.40.30.30	7	60	Riboflavin kinase-like
2.40.30.40	9	105	Peptidase M42, domain 2
2.40.30.60	2	7	RimM
2.40.30.70	3	6	YaeB-like
2.40.30.80	1	1	YkvR-like
2.40.30.90	5	77	Bacterial fluorinating enzyme like
2.40.30.100	1	1	AF2212/PG0164-like
2.40.30.110	5	38	Aminomethyltransferase beta-barrel domains
2.40.30.120	7	322	Positive stranded ssRNA viruses
2.40.30.130	2	13	
2.40.30.140	2	36	
2.40.30.150	1	3	Bacteriophage T4, Gp27, baseplate hub, domain 3
2.40.30.160	1	2	
2.40.30.170	8	87	
2.40.30.180	2	24	Ubiquitin-activating enzyme E1, FCCH domain
2.40.30.190	1	3	
2.40.30.200	2	9	
2.40.30.210	1	8	
2.40.30.220	1	5	Photosystem II Psb28
2.40.30.230	2	11	
2.40.30.240	1	1	
2.40.30.250	1	33	
2.40.30.260	2	19	
2.40.30.270	1	3	
2.40.30.280	1	4	Vibrio phage CTXphi pIII, N-terminal N1 domain
2.40.30.290	1	12	
2.40.30.300	1	3	
2.40.30.310	1	1	
2.40.30.320	1	8	
2.40.30.330	2	16	Pre-mRNA cleavage complex subunit Clp1, C-terminal domain
2.40.33.10	6	279	PK beta-barrel domain-like
2.40.33.20	2	9	PK beta-barrel domain-like
2.40.33.40	1	2	Phosphotransferase system, glucitol/sorbitol-specific IIA component
2.40.37.10	21	275	Lyase, Ornithine Decarboxylase; Chain A, domain 1
2.40.37.20	4	25	D-serine dehydratase-like domain
2.40.37.30	1	1	
2.40.40.10	15	82	RlpA-like domain
2.40.40.20	26	411	
2.40.40.50	1	2	Ubiquitin fusion degradation protein UFD1, N-terminal domain
2.40.40.60	1	2	
2.40.50.40	56	649	
2.40.50.50	1	55	
2.40.50.60	1	9	Antifungal protein domain
2.40.50.70	1	166	
2.40.50.90	11	354	
2.40.50.100	58	629	
2.40.50.110	20	747	
2.40.50.120	7	78	
2.40.50.140	227	2879	Nucleic acid-binding proteins
2.40.50.150	3	197	
2.40.50.170	2	22	Cysteine proteinases. Chain C
2.40.50.180	3	10	CheA-289, Domain 4
2.40.50.200	1	1	Bacterial OB-fold
2.40.50.220	3	88	EutN/Ccml
2.40.50.230	4	14	Gp5 N-terminal domain
2.40.50.240	1	1	NifT/FixU-like
2.40.50.250	1	2	bipa protein
2.40.50.260	1	3	Nucleic acid-binding protein domain
2.40.50.270	1	1	transglycosylase MltA 
2.40.50.290	1	1	
2.40.50.300	1	2	
2.40.50.320	3	8	Copper binding periplasmic protein CusF
2.40.50.330	1	1	
2.40.50.340	1	6	
2.40.50.360	2	3	RuvB-like helicase, domain II
2.40.50.390	1	1	Conjugative transposon protein, DUF961 
2.40.50.400	1	5	Lactococcus phage single-stranded DNA binding protein
2.40.50.420	1	4	Envelope glycoprotein gp160, DUF2291, alpha/beta domain
2.40.50.430	1	4	
2.40.50.450	1	2	
2.40.50.460	1	3	
2.40.50.470	1	2	
2.40.50.480	2	4	
2.40.50.500	5	24	NigD-like N-terminal OB domain
2.40.50.510	1	3	
2.40.50.540	1	4	
2.40.50.550	1	3	
2.40.50.580	2	5	
2.40.50.590	1	12	
2.40.50.610	1	4	Type II restriction enzyme SfiI, DNA-recognition domain
2.40.50.630	1	2	
2.40.50.640	1	6	
2.40.50.650	2	3	
2.40.50.660	2	5	
2.40.50.670	1	1	
2.40.50.690	1	1	
2.40.50.700	2	9	
2.40.50.710	1	1	
2.40.50.730	3	10	
2.40.50.740	3	67	
2.40.50.770	1	3	RecQ-mediated genome instability protein Rmi1, C-terminal domain
2.40.50.780	1	7	
2.40.50.790	1	4	
2.40.50.800	1	7	
2.40.50.810	1	2	
2.40.50.830	1	6	
2.40.50.840	1	6	
2.40.50.860	1	2	
2.40.50.870	1	1	Protein of unknown function (DUF3299)
2.40.50.880	2	3	
2.40.50.910	1	6	Type VII secretion system EccB, repeat 3 domain
2.40.50.930	1	62	
2.40.50.960	2	7	
2.40.50.990	1	6	
2.40.50.1000	1	66	
2.40.50.1010	2	2	
2.40.50.1020	2	23	LytTr DNA-binding domain
2.40.50.1040	1	2	
2.40.50.1060	1	3	
2.40.50.1070	3	7	
2.40.70.10	46	4808	Acid Proteases
2.40.100.10	16	460	Cyclophilin-like
2.40.100.20	3	15	
2.40.110.10	20	440	Butyryl-CoA Dehydrogenase, subunit A, domain 2
2.40.110.20	1	17	
2.40.128.10	3	21	
2.40.128.20	59	1252	
2.40.128.30	12	712	Avidin-like
2.40.128.50	3	4	
2.40.128.80	1	20	Cathepsin C, exclusion domain
2.40.128.90	1	9	OMPT-like
2.40.128.100	1	2	OPCA outer membrane adhesin/invasin
2.40.128.110	6	36	Lipid/polyisoprenoid-binding, YceI-like
2.40.128.120	2	4	Quinohemoprotein amine dehydrogenase alpha subunit, domain 2
2.40.128.130	5	15	Autotransporter beta-domain
2.40.128.140	1	2	Outer membrane protein
2.40.128.150	3	47	Cysteine proteinases
2.40.128.160	3	35	C1 set domains (antibody constant domain-like)
2.40.128.180	2	3	
2.40.128.190	1	47	
2.40.128.200	3	16	
2.40.128.210	1	8	Pab87 octamerisation domain
2.40.128.220	1	11	
2.40.128.230	1	3	Pilot protein MxiM
2.40.128.240	3	26	
2.40.128.250	6	31	
2.40.128.260	2	20	Type IV secretion system, VirB10/TraB/TrbI
2.40.128.270	4	5	
2.40.128.280	2	19	
2.40.128.290	1	1	Uncharacterised protein Atu4866, PF11512
2.40.128.300	2	4	
2.40.128.310	1	2	Protein HRI1, C-terminal domain
2.40.128.320	1	2	Protein HRI1, N-terminal domain
2.40.128.330	1	1	
2.40.128.340	1	1	
2.40.128.350	1	1	
2.40.128.360	1	1	
2.40.128.370	1	1	
2.40.128.380	1	6	T3SS negative regulator GrlR
2.40.128.390	1	11	
2.40.128.400	1	6	
2.40.128.410	1	3	
2.40.128.420	1	1	
2.40.128.430	1	1	
2.40.128.440	2	9	Uncharacterised protein PF14274, DUF4361
2.40.128.450	1	30	
2.40.128.460	1	5	Periplasmic lysozyme inhibitor of I-type lysozyme
2.40.128.470	2	6	
2.40.128.480	1	4	Rhodococcus equi virulence-associated protein
2.40.128.490	1	14	Uncharacterised protein PF14869, DUF4488
2.40.128.500	1	1	YedD-like protein
2.40.128.510	1	2	Protein of unknown function DUF4738
2.40.128.520	1	2	
2.40.128.530	1	1	
2.40.128.540	2	4	Domain of unknown function DUF4822
2.40.128.570	1	1	Protein of unknown function DUF4909
2.40.128.580	1	2	GXWXG domain
2.40.128.590	1	14	CpcT/CpeT domain
2.40.128.600	1	1	
2.40.128.620	3	15	
2.40.128.630	1	1	
2.40.128.640	2	4	
2.40.128.650	1	14	
2.40.128.660	1	1	Uncharacterised protein PF15525, DUF4652
2.40.128.680	2	8	
2.40.128.690	1	12	YycH protein, domain 3-like
2.40.128.700	1	21	
2.40.128.710	1	6	Surface-adhesin protein E
2.40.128.720	3	4	
2.40.150.20	3	405	Ribosomal protein L14
2.40.155.10	18	1516	Green fluorescent protein
2.40.160.10	13	267	Porin
2.40.160.20	11	53	
2.40.160.30	1	57	Photosystem II, cytochrome c-550 precursor
2.40.160.40	3	16	monomeric porin ompg 
2.40.160.50	4	12	membrane protein fhac: a member of the omp85/tpsb transporter family 
2.40.160.60	3	33	Outer membrane protein transport protein (OMPP1/FadL/TodX) 
2.40.160.70	1	3	outer membrane protein from Thermus thermophilus HB27.
2.40.160.90	8	100	
2.40.160.100	1	13	
2.40.160.110	2	3	
2.40.160.120	1	11	
2.40.160.130	1	1	Capsule assembly protein Wzi
2.40.160.150	1	2	
2.40.160.160	1	3	Inverse autotransporter, beta-domain
2.40.160.170	1	5	
2.40.160.180	1	1	Carbohydrate-selective porin OprB
2.40.160.190	1	2	
2.40.160.200	1	2	LURP1-related
2.40.160.210	5	27	Acyl-CoA thioesterase, double hotdog domain
2.40.160.220	1	6	
2.40.170.10	2	33	Porin, LamB type
2.40.170.20	13	77	TonB-dependent receptor, beta-barrel domain
2.40.180.10	8	483	Catalase core domain
2.40.200.10	1	14	Telomere-binding Protein Beta Subunit; Chain
2.40.220.10	2	102	Intramolecular Trans-sialidase; Domain 3
2.40.230.10	1	11	Phospholipase A1
2.40.230.20	1	6	Nucleoside-specific channel-forming protein, Tsx-like
2.40.240.10	10	326	Ribosomal Protein L25; Chain P
2.40.240.20	9	42	Hypothetical PUA domain-like; domain 1
2.40.240.50	4	13	Barwin-like endoglucanases
2.40.240.100	1	1	
2.40.240.130	2	30	
2.40.250.10	2	36	Core binding factor, beta subunit
2.40.260.10	15	116	Sortase
2.40.270.10	3	186	DNA-directed RNA polymerase, subunit 2, domain 6
2.40.280.10	1	10	
2.40.290.10	3	16	
2.40.290.20	1	2	
2.40.290.30	1	4	Mediator complex subunit 25, ACID domain
2.40.300.10	3	28	Head decoration protein D
2.40.310.10	2	9	beta-Barrel protease inhibitors
2.40.320.10	9	62	Hypothetical Protein Pfu-838710-001
2.40.330.10	7	30	DNA-binding pseudobarrel domain
2.40.330.30	1	4	
2.40.340.10	3	71	MoeA, C-terminal, domain IV
2.40.350.10	2	4	SO1590-like
2.40.350.20	1	3	
2.40.360.10	1	2	YmcC-like
2.40.360.20	1	7	
2.40.370.10	2	4	AttH-like domain
2.40.380.10	2	5	FomD-like
2.40.390.10	1	2	CV3147-like
2.40.400.10	3	36	Acetoacetate decarboxylase-like
2.40.410.10	1	2	putative membrane protein from Corynebacterium diphtheriae superfamily
2.40.420.10	1	2	conserved putative lor/sdh protein from methanococcus maripaludis s2 domain
2.40.420.20	7	47	
2.40.430.10	1	12	D-maltodextrin-binding protein, MBP
2.40.440.10	6	116	L,D-transpeptidase catalytic domain-like
2.40.450.10	1	2	PUA domain-like domain
2.40.460.10	1	67	Biotin dependent carboxylase carboxyltransferase
2.40.470.10	1	8	catalase hpii domain
2.40.480.10	1	61	Allene oxide cyclase-like 
2.40.490.10	4	20	Newcastle disease virus like domain
2.40.500.10	1	39	Upper collar protein gp10 (connector protein)
2.40.510.10	2	322	Positive stranded ssRNA viruses
2.50.10.10	1	15	Bacteriochlorophyll A
2.50.20.10	9	46	Lipoprotein localisation LolA/LolB/LppX
2.50.20.20	3	10	
2.50.20.30	1	14	
2.50.20.40	1	3	
2.60.9.10	1	29	Neurohypophysial hormone domain
2.60.11.10	1	89	Cytochrome c oxidase, subunit Vb
2.60.15.10	6	37	F0F1 ATP synthase delta/epsilon subunit, N-terminal
2.60.20.10	19	197	Crystallins
2.60.20.20	1	1	
2.60.20.30	4	5	
2.60.20.40	1	1	
2.60.30.10	2	146	Methylamine/Aralkylamine dehydrogenase light chain
2.60.34.10	5	126	Substrate Binding Domain Of DNAk; Chain A, domain 1
2.60.34.20	1	9	
2.60.34.30	1	4	Competence, DNA-entry nuclease inhibitor, ComJ
2.60.40.10	873	31905	Immunoglobulins
2.60.40.20	2	7	Alpha-amylase inhibitor
2.60.40.50	1	478	TRAP-like
2.60.40.60	43	454	Cadherins
2.60.40.150	44	429	C2 domain
2.60.40.180	4	701	Transthyretin/hydroxyisourate hydrolase domain
2.60.40.200	9	610	Superoxide dismutase, copper/zinc binding domain
2.60.40.230	2	27	Neocarzinostatin-like
2.60.40.290	4	30	
2.60.40.340	3	79	Rel homology domain (RHD), DNA-binding domain
2.60.40.350	4	209	
2.60.40.380	2	46	Purple acid phosphatase-like, N-terminal
2.60.40.420	87	2777	Cupredoxins -  blue copper proteins
2.60.40.550	2	35	Ecotin
2.60.40.630	2	10	STAT transcription factor, DNA-binding domain
2.60.40.640	7	82	
2.60.40.650	4	43	
2.60.40.680	13	91	
2.60.40.690	5	64	Alpha-macroglobulin, receptor-binding domain
2.60.40.700	1	18	Diphtheria toxin, receptor-binding domain
2.60.40.710	7	68	Endoglucanase-like
2.60.40.720	4	397	
2.60.40.730	6	98	SOR catalytic domain
2.60.40.740	17	75	
2.60.40.760	4	29	Expansin, cellulose-binding-like domain
2.60.40.770	5	68	
2.60.40.780	1	159	von Hippel-Lindau disease tumour suppressor,  beta domain
2.60.40.790	33	219	
2.60.40.810	1	48	
2.60.40.820	1	23	Transcription factor, T-box
2.60.40.830	1	38	Cytochrome f large domain
2.60.40.840	1	29	
2.60.40.1080	6	33	
2.60.40.1090	13	314	Fimbrial-type adhesion domain
2.60.40.1110	7	62	
2.60.40.1120	10	46	Carboxypeptidase-like, regulatory domain
2.60.40.1130	4	33	Rab geranylgeranyltransferase alpha-subunit, insert domain
2.60.40.1140	6	38	Collagen-binding surface protein Cna, B-type domain
2.60.40.1150	1	8	
2.60.40.1170	8	56	Mu homology domain, subdomain B
2.60.40.1180	130	1598	Golgi alpha-mannosidase II
2.60.40.1190	4	8	
2.60.40.1200	1	4	
2.60.40.1210	2	10	Cellobiose dehydrogenase, cytochrome domain
2.60.40.1220	10	64	
2.60.40.1230	4	46	
2.60.40.1240	5	7	
2.60.40.1250	2	23	Thiol:disulfide interchange protein DsbD, N-terminal domain
2.60.40.1260	2	19	Lamin Tail domain
2.60.40.1270	1	2	Penicillin-binding protein Tp47, domain D
2.60.40.1280	11	64	
2.60.40.1290	9	55	
2.60.40.1300	1	2	Penicillin-binding protein Tp47, domain C
2.60.40.1320	6	14	SRS domain
2.60.40.1330	1	8	
2.60.40.1340	1	8	Chemokine-binding protein M3-like
2.60.40.1360	2	58	
2.60.40.1370	1	12	Bacterial adhesin receptor binding domain
2.60.40.1380	1	1	E set domains; domain 4
2.60.40.1390	1	16	NDT80 DNA-binding domain
2.60.40.1400	2	85	G protein-activated inward rectifier potassium channel 1
2.60.40.1410	1	16	Bacterial adhesins - F17c-type
2.60.40.1430	1	17	Perfringolysin, domain 4
2.60.40.1450	2	17	LAG1, DNA binding domain
2.60.40.1460	3	45	Integrin domains. Chain A, domain 2
2.60.40.1470	2	10	ApaG domain
2.60.40.1480	1	2	Coatomer, gamma subunit, appendage domain
2.60.40.1490	1	59	Histone chaperone ASF1-like
2.60.40.1500	3	55	Glycosyl hydrolase domain; family 39
2.60.40.1510	10	136	ntegrin, alpha v. Chain A, domain 3
2.60.40.1520	5	41	Hemocyanin, C-terminal domain
2.60.40.1530	4	29	ntegrin, alpha v. Chain A, domain 4
2.60.40.1550	1	2	SARS coronavirus X4
2.60.40.1570	5	81	Dr adhesin
2.60.40.1580	1	22	Particulate methane monooxygenase, b subunit. Chain: A, domain 3
2.60.40.1590	1	2	Peptidoglycan hydrolase domains
2.60.40.1600	1	1	Smr-associated-like
2.60.40.1610	1	6	Domain of unknown function DUF1254
2.60.40.1620	2	4	Lipoprotein YajI-like
2.60.40.1630	1	1	bacillus anthracis domain
2.60.40.1640	1	1	Conserved domain protein.
2.60.40.1650	1	10	Porin MspA (Ig-like beta-sandwich domain)
2.60.40.1660	2	35	Na, k-atpase alpha subunit. 
2.60.40.1670	4	56	beta-sandwich domain of Sec23/24
2.60.40.1680	1	4	4-oxalocrotonate tautomerase-like
2.60.40.1690	3	20	Head and neck region of the ectodomain of NDV fusion glycoprotein
2.60.40.1700	1	40	Protein-arginine deiminase, central domain
2.60.40.1710	1	3	Subtilisin-like superfamily
2.60.40.1720	1	2	Calcium-dependent cell adhesion molecule-1
2.60.40.1730	7	265	tricorn interacting facor f3 domain
2.60.40.1740	4	10	hypothetical protein (bacova_03559)
